UID          PID    PPID  C STIME TTY          TIME CMD
root          60       2  0 17:17 ?        00:00:00 [kworker/7:0-rcu_par_gp]
root          61       2  0 17:17 ?        00:00:00 [kworker/7:0H-events_highpri]
root          62       2  0 17:17 ?        00:00:00 [cpuhp/8]
root          63       2  0 17:17 ?        00:00:00 [idle_inject/8]
root          64       2  0 17:17 ?        00:00:00 [migration/8]
root          65       2  0 17:17 ?        00:00:00 [ksoftirqd/8]
root          66       2  0 17:17 ?        00:00:00 [kworker/8:0-events]
root          67       2  0 17:17 ?        00:00:00 [kworker/8:0H-events_highpri]
root          68       2  0 17:17 ?        00:00:00 [cpuhp/9]
root          69       2  0 17:17 ?        00:00:00 [idle_inject/9]
root          70       2  0 17:17 ?        00:00:00 [migration/9]
root          71       2  0 17:17 ?        00:00:00 [ksoftirqd/9]
root          73       2  0 17:17 ?        00:00:00 [kworker/9:0H-events_highpri]
root          74       2  0 17:17 ?        00:00:00 [cpuhp/10]
root          75       2  0 17:17 ?        00:00:00 [idle_inject/10]
root          76       2  0 17:17 ?        00:00:00 [migration/10]
root          77       2  0 17:17 ?        00:00:00 [ksoftirqd/10]
root          78       2  0 17:17 ?        00:00:00 [kworker/10:0-mm_percpu_wq]
root          79       2  0 17:17 ?        00:00:00 [kworker/10:0H-events_highpri]
root          80       2  0 17:17 ?        00:00:00 [cpuhp/11]
root          81       2  0 17:17 ?        00:00:00 [idle_inject/11]
root          82       2  0 17:17 ?        00:00:00 [migration/11]
root          83       2  0 17:17 ?        00:00:00 [ksoftirqd/11]
root          85       2  0 17:17 ?        00:00:00 [kworker/11:0H-events_highpri]
root          86       2  0 17:17 ?        00:00:00 [cpuhp/12]
root          87       2  0 17:17 ?        00:00:00 [idle_inject/12]
root          88       2  0 17:17 ?        00:00:00 [migration/12]
root          89       2  0 17:17 ?        00:00:00 [ksoftirqd/12]
root          91       2  0 17:17 ?        00:00:00 [kworker/12:0H-events_highpri]
root          92       2  0 17:17 ?        00:00:00 [cpuhp/13]
root          93       2  0 17:17 ?        00:00:00 [idle_inject/13]
root          94       2  0 17:17 ?        00:00:00 [migration/13]
root          95       2  0 17:17 ?        00:00:00 [ksoftirqd/13]
root          97       2  0 17:17 ?        00:00:00 [kworker/13:0H-events_highpri]
root          98       2  0 17:17 ?        00:00:00 [cpuhp/14]
root          99       2  0 17:17 ?        00:00:00 [idle_inject/14]
root         100       2  0 17:17 ?        00:00:00 [migration/14]
root         101       2  0 17:17 ?        00:00:00 [ksoftirqd/14]
root         102       2  0 17:17 ?        00:00:00 [kworker/14:0-events]
root         103       2  0 17:17 ?        00:00:00 [kworker/14:0H-events_highpri]
root         104       2  0 17:17 ?        00:00:00 [cpuhp/15]
root         105       2  0 17:17 ?        00:00:00 [idle_inject/15]
root         106       2  0 17:17 ?        00:00:00 [migration/15]
root         107       2  0 17:17 ?        00:00:00 [ksoftirqd/15]
root         108       2  0 17:17 ?        00:00:00 [kworker/15:0-cgwb_release]
root         109       2  0 17:17 ?        00:00:00 [kworker/15:0H-events_highpri]
root         110       2  0 17:17 ?        00:00:00 [cpuhp/16]
root         111       2  0 17:17 ?        00:00:00 [idle_inject/16]
root         112       2  0 17:17 ?        00:00:00 [migration/16]
root         113       2  0 17:17 ?        00:00:00 [ksoftirqd/16]
root         115       2  0 17:17 ?        00:00:00 [kworker/16:0H-events_highpri]
root         116       2  0 17:17 ?        00:00:00 [cpuhp/17]
root         117       2  0 17:17 ?        00:00:00 [idle_inject/17]
root         118       2  0 17:17 ?        00:00:00 [migration/17]
root         119       2  0 17:17 ?        00:00:00 [ksoftirqd/17]
root         121       2  0 17:17 ?        00:00:00 [kworker/17:0H-events_highpri]
root         122       2  0 17:17 ?        00:00:00 [cpuhp/18]
root         123       2  0 17:17 ?        00:00:00 [idle_inject/18]
root         124       2  0 17:17 ?        00:00:00 [migration/18]
root         125       2  0 17:17 ?        00:00:00 [ksoftirqd/18]
root         127       2  0 17:17 ?        00:00:00 [kworker/18:0H-events_highpri]
root         128       2  0 17:17 ?        00:00:00 [cpuhp/19]
root         129       2  0 17:17 ?        00:00:00 [idle_inject/19]
root         130       2  0 17:17 ?        00:00:00 [migration/19]
root         131       2  0 17:17 ?        00:00:00 [ksoftirqd/19]
root         133       2  0 17:17 ?        00:00:00 [kworker/19:0H-events_highpri]
root         134       2  0 17:17 ?        00:00:00 [cpuhp/20]
root         135       2  0 17:17 ?        00:00:00 [idle_inject/20]
root         136       2  0 17:17 ?        00:00:00 [migration/20]
root         137       2  0 17:17 ?        00:00:00 [ksoftirqd/20]
root         139       2  0 17:17 ?        00:00:00 [kworker/20:0H-events_highpri]
root         140       2  0 17:17 ?        00:00:00 [cpuhp/21]
root         141       2  0 17:17 ?        00:00:00 [idle_inject/21]
root         142       2  0 17:17 ?        00:00:00 [migration/21]
root         143       2  0 17:17 ?        00:00:00 [ksoftirqd/21]
root         145       2  0 17:17 ?        00:00:00 [kworker/21:0H-events_highpri]
root         146       2  0 17:17 ?        00:00:00 [cpuhp/22]
root         147       2  0 17:17 ?        00:00:00 [idle_inject/22]
root         148       2  0 17:17 ?        00:00:00 [migration/22]
root         149       2  0 17:17 ?        00:00:00 [ksoftirqd/22]
root         151       2  0 17:17 ?        00:00:00 [kworker/22:0H-events_highpri]
root         152       2  0 17:17 ?        00:00:00 [cpuhp/23]
root         153       2  0 17:17 ?        00:00:00 [idle_inject/23]
root         154       2  0 17:17 ?        00:00:00 [migration/23]
root         155       2  0 17:17 ?        00:00:00 [ksoftirqd/23]
root         156       2  0 17:17 ?        00:00:00 [kworker/23:0-mm_percpu_wq]
root         157       2  0 17:17 ?        00:00:00 [kworker/23:0H-events_highpri]
root         158       2  0 17:17 ?        00:00:00 [kworker/u49:0-writeback]
root         159       2  0 17:17 ?        00:00:00 [kworker/u50:0-events_power_efficient]
root         161       2  0 17:17 ?        00:00:00 [kdevtmpfs]
root         162       2  0 17:17 ?        00:00:00 [kworker/R-inet_]
root         164       2  0 17:17 ?        00:00:00 [kauditd]
root         166       2  0 17:17 ?        00:00:00 [khungtaskd]
root         167       2  0 17:17 ?        00:00:00 [oom_reaper]
root         168       2  0 17:17 ?        00:00:00 [kworker/u49:2-writeback]
root         169       2  0 17:17 ?        00:00:00 [kworker/R-write]
root         170       2  0 17:17 ?        00:00:00 [kcompactd0]
root         171       2  0 17:17 ?        00:00:00 [ksmd]
root         172       2  0 17:17 ?        00:00:00 [khugepaged]
root         173       2  0 17:17 ?        00:00:00 [kworker/R-kinte]
root         174       2  0 17:17 ?        00:00:00 [kworker/R-kbloc]
root         175       2  0 17:17 ?        00:00:00 [kworker/R-blkcg]
root         176       2  0 17:17 ?        00:00:00 [irq/9-acpi]
root         179       2  0 17:17 ?        00:00:00 [kworker/R-tpm_d]
root         180       2  0 17:17 ?        00:00:00 [kworker/R-ata_s]
root         181       2  0 17:17 ?        00:00:00 [kworker/R-md]
root         182       2  0 17:17 ?        00:00:00 [kworker/R-md_bi]
root         183       2  0 17:17 ?        00:00:00 [kworker/R-edac-]
root         184       2  0 17:17 ?        00:00:00 [kworker/u48:1-ext4-rsv-conversion]
root         185       2  0 17:17 ?        00:00:00 [kworker/R-devfr]
root         186       2  0 17:17 ?        00:00:00 [watchdogd]
root         188       2  0 17:17 ?        00:00:00 [kworker/0:1H-kblockd]
root         192       2  0 17:17 ?        00:00:00 [kswapd0]
root         193       2  0 17:17 ?        00:00:00 [ecryptfs-kthread]
root         194       2  0 17:17 ?        00:00:00 [kworker/R-kthro]
root         195       2  0 17:17 ?        00:00:00 [irq/24-pciehp]
root         196       2  0 17:17 ?        00:00:00 [irq/25-pciehp]
root         197       2  0 17:17 ?        00:00:00 [irq/26-pciehp]
root         198       2  0 17:17 ?        00:00:00 [irq/27-pciehp]
root         199       2  0 17:17 ?        00:00:00 [irq/28-pciehp]
root         200       2  0 17:17 ?        00:00:00 [irq/29-pciehp]
root         201       2  0 17:17 ?        00:00:00 [irq/30-pciehp]
root         202       2  0 17:17 ?        00:00:00 [irq/31-pciehp]
root         203       2  0 17:17 ?        00:00:00 [irq/32-pciehp]
root         204       2  0 17:17 ?        00:00:00 [irq/33-pciehp]
root         205       2  0 17:17 ?        00:00:00 [irq/34-pciehp]
root         206       2  0 17:17 ?        00:00:00 [irq/35-pciehp]
root         207       2  0 17:17 ?        00:00:00 [irq/36-pciehp]
root         208       2  0 17:17 ?        00:00:00 [irq/37-pciehp]
root         209       2  0 17:17 ?        00:00:00 [irq/38-pciehp]
root         210       2  0 17:17 ?        00:00:00 [irq/39-pciehp]
root         211       2  0 17:17 ?        00:00:00 [irq/40-pciehp]
root         212       2  0 17:17 ?        00:00:00 [irq/41-pciehp]
root         213       2  0 17:17 ?        00:00:00 [irq/42-pciehp]
root         214       2  0 17:17 ?        00:00:00 [irq/43-pciehp]
root         215       2  0 17:17 ?        00:00:00 [irq/44-pciehp]
root         216       2  0 17:17 ?        00:00:00 [irq/45-pciehp]
root         217       2  0 17:17 ?        00:00:00 [irq/46-pciehp]
root         218       2  0 17:17 ?        00:00:00 [irq/47-pciehp]
root         219       2  0 17:17 ?        00:00:00 [irq/48-pciehp]
root         220       2  0 17:17 ?        00:00:00 [irq/49-pciehp]
root         221       2  0 17:17 ?        00:00:00 [irq/50-pciehp]
root         222       2  0 17:17 ?        00:00:00 [irq/51-pciehp]
root         223       2  0 17:17 ?        00:00:00 [irq/52-pciehp]
root         224       2  0 17:17 ?        00:00:00 [irq/53-pciehp]
root         225       2  0 17:17 ?        00:00:00 [irq/54-pciehp]
root         226       2  0 17:17 ?        00:00:00 [irq/55-pciehp]
root         227       2  0 17:17 ?        00:00:00 [irq/56-pciehp]
root         228       2  0 17:17 ?        00:00:00 [irq/57-pciehp]
root         229       2  0 17:17 ?        00:00:00 [irq/58-pciehp]
root         230       2  0 17:17 ?        00:00:00 [irq/59-pciehp]
root         231       2  0 17:17 ?        00:00:00 [irq/60-pciehp]
root         232       2  0 17:17 ?        00:00:00 [irq/61-pciehp]
root         233       2  0 17:17 ?        00:00:00 [irq/62-pciehp]
root         234       2  0 17:17 ?        00:00:00 [irq/63-pciehp]
root         235       2  0 17:17 ?        00:00:00 [irq/64-pciehp]
root         236       2  0 17:17 ?        00:00:00 [irq/65-pciehp]
root         237       2  0 17:17 ?        00:00:00 [irq/66-pciehp]
root         238       2  0 17:17 ?        00:00:00 [irq/67-pciehp]
root         239       2  0 17:17 ?        00:00:00 [irq/68-pciehp]
root         240       2  0 17:17 ?        00:00:00 [kworker/R-acpi_]
root         242       2  0 17:17 ?        00:00:00 [kworker/R-nvme-]
root         243       2  0 17:17 ?        00:00:00 [kworker/R-nvme-]
root         244       2  0 17:17 ?        00:00:00 [kworker/R-nvme-]
root         245       2  0 17:17 ?        00:00:00 [kworker/R-nvme-]
root         247       2  0 17:17 ?        00:00:00 [kworker/0:3-cgroup_destroy]
root         252       2  0 17:17 ?        00:00:00 [kworker/R-mld]
root         253       2  0 17:17 ?        00:00:00 [kworker/2:1H-kblockd]
root         254       2  0 17:17 ?        00:00:00 [kworker/R-ipv6_]
root         261       2  0 17:17 ?        00:00:00 [kworker/R-kstrp]
root         262       2  0 17:17 ?        00:00:00 [kworker/19:1-events]
root         264       2  0 17:17 ?        00:00:00 [kworker/3:1-cgroup_destroy]
root         265       2  0 17:17 ?        00:00:00 [kworker/6:1-mm_percpu_wq]
root         266       2  0 17:17 ?        00:00:00 [kworker/9:1-mm_percpu_wq]
root         267       2  0 17:17 ?        00:00:00 [kworker/16:1-mm_percpu_wq]
root         268       2  0 17:17 ?        00:00:00 [kworker/20:1-events]
root         272       2  0 17:17 ?        00:00:00 [kworker/17:1-inode_switch_wbs]
root         273       2  0 17:17 ?        00:00:00 [kworker/21:1-events]
root         275       2  0 17:17 ?        00:00:00 [kworker/u52:0]
root         276       2  0 17:17 ?        00:00:00 [kworker/u53:0]
root         277       2  0 17:17 ?        00:00:00 [kworker/u54:0]
root         278       2  0 17:17 ?        00:00:00 [kworker/u55:0]
root         282       2  0 17:17 ?        00:00:00 [kworker/u51:1-flush-259:1]
root         292       2  0 17:17 ?        00:00:00 [kworker/R-charg]
root         296       2  0 17:17 ?        00:00:00 [kworker/11:1-events]
root         297       2  0 17:17 ?        00:00:00 [kworker/18:1-events]
root         300       2  0 17:17 ?        00:00:00 [jbd2/nvme0n1p1-8]
root         301       2  0 17:17 ?        00:00:00 [kworker/R-ext4-]
root         302       2  0 17:17 ?        00:00:00 [kworker/4:2-cgroup_destroy]
root         304       2  0 17:17 ?        00:00:00 [kworker/5:2-cgroup_destroy]
root         305       2  0 17:17 ?        00:00:00 [kworker/4:1H-kblockd]
root         306       2  0 17:17 ?        00:00:00 [kworker/1:1H-kblockd]
root         308       2  0 17:17 ?        00:00:00 [kworker/u50:2-events_power_efficient]
root         309       2  0 17:17 ?        00:00:00 [kworker/9:1H-kblockd]
root         310       2  0 17:17 ?        00:00:00 [kworker/5:1H-kblockd]
root         340       2  0 17:17 ?        00:00:00 [kworker/22:1H-kblockd]
root         341       2  0 17:17 ?        00:00:00 [kworker/6:1H-kblockd]
root         343       2  0 17:17 ?        00:00:00 [kworker/15:1H-kblockd]
root         350       2  0 17:17 ?        00:00:00 [kworker/20:1H-kblockd]
root         351       2  0 17:17 ?        00:00:00 [kworker/17:1H-kblockd]
root         353       2  0 17:17 ?        00:00:00 [kworker/12:1H-kblockd]
root         354       2  0 17:17 ?        00:00:00 [kworker/8:1H-kblockd]
root         359       1  0 17:17 ?        00:00:00 /usr/lib/systemd/systemd-journald
root         360       2  0 17:17 ?        00:00:00 [kworker/3:1H-kblockd]
root         385       2  0 17:17 ?        00:00:00 [kworker/11:1H-kblockd]
root         401       2  0 17:17 ?        00:00:00 [kworker/14:1H-kblockd]
root         407       2  0 17:17 ?        00:00:00 [kworker/R-kmpat]
root         408       2  0 17:17 ?        00:00:00 [kworker/R-kmpat]
root         409       2  0 17:17 ?        00:00:00 [kworker/7:1H-kblockd]
root         417       2  0 17:17 ?        00:00:00 [kworker/22:2-events]
root         418       2  0 17:17 ?        00:00:00 [kworker/23:1H-kblockd]
root         428       1  0 17:17 ?        00:00:00 /sbin/multipathd -d -s
root         432       2  0 17:17 ?        00:00:00 [kworker/16:1H-kblockd]
root         434       1  0 17:17 ?        00:00:00 /usr/lib/systemd/systemd-udevd
root         447       2  0 17:17 ?        00:00:00 [psimon]
root         457       2  0 17:17 ?        00:00:00 [kworker/10:1H-kblockd]
root         468       2  0 17:17 ?        00:00:00 [kworker/13:1H-kblockd]
root         470       2  0 17:17 ?        00:00:00 [kworker/18:1H-kblockd]
root         476       2  0 17:17 ?        00:00:00 [kworker/19:1H-kblockd]
root         495       2  0 17:17 ?        00:00:00 [kworker/21:1H-kblockd]
root         537       2  0 17:17 ?        00:00:00 [kworker/R-crypt]
root         538       2  0 17:17 ?        00:00:00 [kworker/u51:2-flush-259:1]
root         562       2  0 17:17 ?        00:00:00 [kworker/R-ena]
root         566       2  0 17:17 ?        00:00:00 [jbd2/nvme1n1-8]
root         567       2  0 17:17 ?        00:00:00 [kworker/R-ext4-]
root         617       2  0 17:17 ?        00:00:00 [jbd2/nvme0n1p16-8]
root         618       2  0 17:17 ?        00:00:00 [kworker/R-ext4-]
root         638       2  0 17:17 ?        00:00:00 [kworker/17:2-events]
systemd+     651       1  0 17:17 ?        00:00:00 /usr/lib/systemd/systemd-resolved
systemd+     873       1  0 17:18 ?        00:00:00 /usr/lib/systemd/systemd-networkd
root         936       2  0 17:18 ?        00:00:00 [kworker/u49:6-events_power_efficient]
root         977       1  0 17:18 ?        00:00:00 /usr/sbin/acpid
message+     980       1  0 17:18 ?        00:00:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root         986       1  0 17:18 ?        00:00:00 /usr/sbin/irqbalance
root         988       2  0 17:18 ?        00:00:00 [kworker/7:2-events]
root         989       1  0 17:18 ?        00:00:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
polkitd      992       1  0 17:18 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug
root         996       1  0 17:18 ?        00:00:04 /usr/lib/snapd/snapd
root         998       1  0 17:18 ?        00:00:00 /usr/lib/systemd/systemd-logind
root         999       1  0 17:18 ?        00:00:00 /usr/libexec/udisks2/udisksd
syslog      1015       1  0 17:18 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
root        1030       1  0 17:18 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1077       1  0 17:18 ?        00:00:00 /usr/sbin/cron -f -P
root        1083       1  0 17:18 ttyS0    00:00:00 /sbin/agetty -o -p -- \u --keep-baud 115200,57600,38400,9600 - vt220
root        1093       1  0 17:18 tty1     00:00:00 /sbin/agetty -o -p -- \u --noclear - linux
root        1096       1  0 17:18 ?        00:00:00 /usr/sbin/ModemManager
_chrony     1102       1  0 17:18 ?        00:00:00 /usr/sbin/chronyd -F 1
_chrony     1123    1102  0 17:18 ?        00:00:00 /usr/sbin/chronyd -F 1
root        1352       2  0 17:18 ?        00:00:00 [kworker/u50:4-events_power_efficient]
root        2193       1  0 17:18 ?        00:00:00 /snap/amazon-ssm-agent/13009/amazon-ssm-agent
root        2240       1  0 17:19 ?        00:00:00 sshd: /usr/sbin/sshd -D -o AuthorizedKeysCommand /usr/share/ec2-instance-connect/eic_run_authorized_keys %u %f -o AuthorizedKeysCommandUser ec2-instance-connect [listener] 0 of 10-100 startups
root        2245       2  0 17:19 ?        00:00:00 [psimon]
ubuntu      2247       1  0 17:19 ?        00:00:00 /usr/lib/systemd/systemd --user
ubuntu      2248    2247  0 17:19 ?        00:00:00 (sd-pam)
root        2515       2  0 17:19 ?        00:00:00 [kworker/R-tls-s]
ubuntu      3462       1  0 17:22 ?        00:00:00 SCREEN -S virtual_jtag -d -m bash -c script -f -c 'sudo fpga-start-virtual-jtag -P 10201 -S 0'
ubuntu      3463    3462  0 17:22 pts/3    00:00:00 script -f -c sudo fpga-start-virtual-jtag -P 10201 -S 0
root        3464    3463  0 17:22 pts/4    00:00:00 sudo fpga-start-virtual-jtag -P 10201 -S 0
root        3465    3464  0 17:22 pts/5    00:00:00 sudo fpga-start-virtual-jtag -P 10201 -S 0
root        3466    3465  0 17:22 pts/5    00:00:00 bash /usr/local/bin/fpga-start-virtual-jtag -P 10201 -S 0
root        3467    3466  0 17:22 pts/5    00:00:00 fpga-local-cmd StartVirtualJtag -P 10201 -S 0
ubuntu      4257       1  0 17:22 ?        00:00:00 SCREEN -S switch0 -d -m bash -c sudo pkill -x hw_server || true; sudo ip tuntap add mode tap dev tap0 user ubuntu || true; sudo ip link set dev tap0 down || true; sudo ip link set dev tap0 address 8e:6b:35:04:00:00; sudo ip addr flush dev tap0 || true; sudo ip addr add 172.16.0.1/16 dev tap0; sudo ip link set dev tap0 up; sudo sysctl -w net.ipv6.conf.tap0.disable_ipv6=1; script -f -c 'sudo ./switch0 6405 10 200' switchlog
ubuntu      4258    4257  0 17:22 pts/1    00:00:00 script -f -c sudo ./switch0 6405 10 200 switchlog
root        4284    4258  0 17:22 pts/2    00:00:00 sudo ./switch0 6405 10 200
root        4285    4284  0 17:22 pts/6    00:00:00 sudo ./switch0 6405 10 200
root        4286    4285 99 17:22 pts/6    00:26:52 ./switch0 6405 10 200
ubuntu      4436       1  0 17:22 ?        00:00:00 SCREEN -S fsim0 -d -m bash -c script -f -c 'stty intr ^] && sudo ./FireSim-f2 +permissive   +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE  +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin   && stty intr ^c' uartlog
ubuntu      4438    4436  0 17:22 pts/7    00:00:00 script -f -c stty intr ^] && sudo ./FireSim-f2 +permissive   +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE  +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin   && stty intr ^c uartlog
ubuntu      4439    4438  0 17:22 pts/8    00:00:00 bash -c stty intr ^] && sudo ./FireSim-f2 +permissive   +macaddr0=00:12:6D:00:00:02 +blkdev0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver.img +niclog0=niclog0 +blkdev-log0=blkdev-log0 +dwarf-file-name=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin-dwarf +autocounter-readrate=0 +autocounter-filename-base=AUTOCOUNTERFILE  +print-start=0 +print-end=-1 +linklatency0=6405 +netbw0=200 +shmemportname0=0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 +simplenic-relaxed-required-bytes=1 +simplenic-empty-switch-poll-interval=1024 +simplenic-token-debug=0 +cpu-managed-stream-debug=0 +heartbeat-polling-interval=100000000 +slotid=0 +permissive-off +prog0=rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver0-rerocc-lc-linux-coupleddma-bertmini-pipeline-runtime-batch8-fileonly-sync-pairdummy-gdbserver-bin   && stty intr ^c
